Day,Hour,Mean,Std
Thursday,19:00-19:59,1.6601941747572815,0.8729361506363751
Thursday,20:00-20:59,1.5502645502645502,0.8276231243892751
Thursday,21:00-21:59,1.5891891891891892,0.789807276913235
Thursday,22:00-22:59,1.5384615384615385,0.7867957924694431
Thursday,23:00-23:59,1.2613636363636365,0.4911707379668507
Friday,00:00-00:59,1.286624203821656,0.5552887377130322
Friday,01:00-01:59,1.2788461538461537,0.5652859190501082
Friday,02:00-02:59,1.1666666666666667,0.483045891539648
Friday,03:00-03:59,1.1136363636363635,0.32103822064055043
Friday,04:00-04:59,1.0,0.0
Friday,05:00-05:59,1.0625,0.3535533905932738
Friday,06:00-06:59,1.1388888888888888,0.5426273532033236
Friday,07:00-07:59,1.0454545454545454,0.21320071635561041
Friday,08:00-08:59,2.2114285714285713,1.266675308932578
Friday,09:00-09:59,1.9672131147540983,1.2399115501255524
Friday,10:00-10:59,6.860215053763441,3.1869497759533054
Friday,11:00-11:59,13.443262411347519,3.8083968842141953
Friday,12:00-12:59,11.514084507042254,3.9959978485422365
Friday,13:00-13:59,6.482014388489208,2.8786592295860634
Friday,14:00-14:59,3.8198529411764706,1.9983136747942112
Friday,15:00-15:59,1.8878504672897196,1.0948200941560469
Friday,16:00-16:59,1.909502262443439,1.013970694504057
Friday,17:00-17:59,1.8928571428571428,0.9919599917538159
Friday,18:00-18:59,2.046808510638298,1.071154633794724
Friday,19:00-19:59,1.8526785714285714,0.9426096607045547
Friday,20:00-20:59,1.5647668393782384,0.7410592591428249
Friday,21:00-21:59,1.6546391752577319,0.8811815688119129
Friday,22:00-22:59,1.540983606557377,0.7241615953730874
Friday,23:00-23:59,1.2672413793103448,0.46359199866842554
Saturday,00:00-00:59,1.4415584415584415,0.6566603263057399
Saturday,01:00-01:59,1.3385826771653544,0.6200418885100117
Saturday,02:00-02:59,1.2317073170731707,0.551065869285586
Saturday,03:00-03:59,1.1515151515151516,0.36129784186475644
Saturday,04:00-04:59,1.0263157894736843,0.16222142113076254
Saturday,05:00-05:59,1.1176470588235294,0.3270349700838643
Saturday,06:00-06:59,1.0975609756097562,0.30040622902833497
Saturday,07:00-07:59,1.0384615384615385,0.19611613513818402
Saturday,08:00-08:59,2.3915343915343916,1.4198937161049536
Saturday,09:00-09:59,1.890625,1.1318870057197745
Saturday,10:00-10:59,5.210714285714285,2.597605636643635
Saturday,11:00-11:59,9.295774647887324,3.117915250752406
Saturday,12:00-12:59,6.574468085106383,3.076102452729682
Saturday,13:00-13:59,3.72962962962963,1.8942909365455651
Saturday,14:00-14:59,2.364,1.257708760127401
Saturday,15:00-15:59,1.5965909090909092,0.8154155979637608
Saturday,16:00-16:59,1.8102564102564103,0.9578204617816772
Saturday,17:00-17:59,1.883408071748879,1.0155737957081936
Saturday,18:00-18:59,1.8711111111111112,0.9938701010583716
Saturday,19:00-19:59,1.825242718446602,0.9310595534228147
Saturday,20:00-20:59,1.6633165829145728,0.8240152097720888
Saturday,21:00-21:59,1.5869565217391304,0.7913766646936939
Saturday,22:00-22:59,1.579268292682927,0.8579098305012519
Saturday,23:00-23:59,1.231578947368421,0.5147325597460395
Sunday,00:00-00:59,1.4146341463414633,0.6637173526627483
Sunday,01:00-01:59,1.375886524822695,0.6272275400772899
Sunday,02:00-02:59,1.175,0.38236439641468933
Sunday,03:00-03:59,1.087719298245614,0.34229799853270937
Sunday,04:00-04:59,1.1111111111111112,0.3187276291558383
Sunday,05:00-05:59,1.1428571428571428,0.3541688016605732
Sunday,06:00-06:59,1.131578947368421,0.3425699874501045
Sunday,07:00-07:59,1.0625,0.24593468841898236
Sunday,08:00-08:59,2.7757009345794392,1.7645886151062244
Sunday,09:00-09:59,1.766990291262136,1.0044183706603114
Sunday,10:00-10:59,3.6036363636363635,1.7939439522410807
Sunday,11:00-11:59,5.246428571428571,2.341763900764269
Sunday,12:00-12:59,3.937956204379562,2.1602004854339465
Sunday,13:00-13:59,2.79296875,1.5314063045475041
Sunday,14:00-14:59,1.883495145631068,0.970802744263222
Sunday,15:00-15:59,1.4866666666666666,0.7210792309245174
Sunday,16:00-16:59,1.572972972972973,0.8574002187631717
Sunday,17:00-17:59,1.812206572769953,0.9916830150856802
Sunday,18:00-18:59,1.7934272300469483,0.9339275913360737
Sunday,19:00-19:59,1.7195767195767195,0.9343833048092215
Sunday,20:00-20:59,1.457142857142857,0.7248803762927502
Sunday,21:00-21:59,1.6329787234042554,0.839134810082033
Sunday,22:00-22:59,1.3964497041420119,0.7255452375975648
Sunday,23:00-23:59,1.2596153846153846,0.4826140854649511
